user_id,account_age_days,num_followers,num_following,num_posts,num_posts_last_7_days,avg_likes_per_post,avg_comments_per_post,num_shares_per_post,num_hashtags_per_post,post_sequence,product_name,product_category,text_message,contains_link,contains_media,sentiment,is_scam_post,num_messages_sent,num_suspicious_links_shared,num_reports_received,transaction_amount,purchase_time,payment_method,is_fraud_transaction,transaction_sequence
2432,956,809,631,461,3,17,72,2,7,"[3, 2, 4, 0, 1, 0, 0]",Handbag,Toys,"Just got a Handbag, highly recommend it.",1,0,positive,0,95,0,0,28.87,10,UPI,1,"[9.41, 23.0, 59.15, 0.63, 45.27]"
2433,2200,3044,1888,495,9,339,19,35,8,"[4, 4, 2, 2, 4, 3, 2]",Fitness Tracker,Home Appliances,Check out my new Fitness Tracker purchase.,0,0,neutral,0,38,0,1,14.28,0,UPI,0,"[35.61, 62.11, 224.4, 118.17, 30.95]"
2434,3634,992,1047,81,9,168,79,15,4,"[0, 2, 2, 3, 4, 3, 2]",Laptop,Home Appliances,Reviewing my Laptop today.,0,1,negative,0,36,0,0,5.9,22,UPI,0,"[12.97, 3.04, 260.04, 72.54, 40.31]"
2435,1713,1281,538,457,10,55,57,42,9,"[3, 2, 3, 1, 1, 2, 3]",Action Figure,Clothing,Check out my new Action Figure purchase.,0,0,negative,0,77,0,0,11.51,3,PayPal,0,"[43.44, 120.82, 8.79, 81.87, 104.69]"
2436,2995,4370,944,246,2,163,80,22,6,"[2, 3, 4, 3, 3, 2, 3]",Cosmetics Kit,Electronics,"Bought Cosmetics Kit from this store, great quality.",0,0,positive,0,66,1,0,70.42,6,Credit Card,0,"[10.93, 53.48, 17.38, 14.07, 9.76]"
2437,608,1773,1098,462,13,151,16,22,2,"[2, 2, 0, 2, 3, 1, 4]",Blender,Beauty,"Just got a Blender, highly recommend it.",0,1,positive,0,95,0,0,49.98,18,UPI,0,"[99.4, 46.63, 40.62, 0.08, 10.84]"
2438,2468,3561,752,233,12,89,33,14,3,"[3, 3, 3, 0, 1, 3, 2]",Wireless Earbuds,Electronics,"Just got a Wireless Earbuds, highly recommend it.",0,0,positive,0,24,0,1,24.8,19,UPI,0,"[54.6, 32.23, 14.69, 49.12, 3.36]"
2439,1274,3816,534,416,18,284,74,8,3,"[1, 1, 3, 2, 1, 4, 2]",Sunglasses,Toys,"Just got a Sunglasses, highly recommend it.",0,1,neutral,0,63,0,0,48.44,18,Credit Card,0,"[11.96, 42.95, 70.83, 30.13, 10.24]"
2440,3189,1756,672,466,9,495,98,39,9,"[1, 1, 2, 0, 2, 4, 0]",Action Figure,Clothing,Check out my new Action Figure purchase.,0,1,negative,0,4,0,1,81.37,2,UPI,0,"[5.47, 26.81, 50.63, 38.53, 10.82]"
2441,2914,2373,1064,481,14,21,61,37,3,"[3, 0, 4, 4, 4, 1, 0]",Handbag,Toys,"Bought Handbag from this store, great quality.",0,0,negative,0,34,1,0,99.93,13,Credit Card,0,"[118.18, 114.17, 24.93, 61.38, 12.17]"
2442,1536,2576,1773,364,7,266,33,17,7,"[4, 0, 0, 3, 3, 3, 1]",Blender,Beauty,Check out my new Blender purchase.,0,1,positive,0,87,0,1,20.75,2,UPI,0,"[26.1, 80.98, 104.66, 2.9, 45.76]"
2443,2626,891,1774,152,16,296,99,37,1,"[1, 3, 4, 2, 1, 2, 1]",Cosmetics Kit,Electronics,Check out my new Cosmetics Kit purchase.,0,0,neutral,0,81,0,1,24.76,18,UPI,0,"[23.51, 37.66, 24.7, 25.28, 56.84]"
2444,2383,4184,567,271,5,432,71,5,1,"[0, 4, 1, 0, 4, 1, 4]",Wireless Earbuds,Electronics,"Bought Wireless Earbuds from this store, great quality.",1,0,positive,0,84,0,1,24.6,13,PayPal,0,"[67.67, 9.85, 8.63, 92.88, 17.9]"
2445,1442,707,1436,391,6,245,18,43,4,"[1, 3, 1, 1, 0, 3, 2]",Laptop,Home Appliances,Unboxing my new Laptop!,0,1,neutral,0,84,0,1,25.74,1,Credit Card,0,"[48.26, 72.51, 75.83, 70.83, 22.68]"
2446,2980,2397,414,34,13,138,96,36,5,"[4, 2, 2, 3, 3, 3, 0]",Fitness Tracker,Home Appliances,"Just got a Fitness Tracker, highly recommend it.",0,1,negative,0,16,0,0,9.55,12,PayPal,0,"[150.23, 45.73, 31.97, 32.19, 4.09]"
2447,1798,4482,448,212,7,51,86,45,3,"[0, 4, 3, 2, 4, 0, 1]",Sunglasses,Toys,"Just got a Sunglasses, highly recommend it.",0,1,positive,0,9,0,0,216.57,4,Credit Card,0,"[2.86, 3.57, 16.76, 74.68, 12.11]"
2448,295,2134,609,210,11,66,65,5,6,"[1, 4, 0, 4, 0, 3, 1]",Wireless Earbuds,Electronics,"Just got a Wireless Earbuds, highly recommend it.",0,0,neutral,0,66,0,0,7.68,22,UPI,0,"[108.02, 7.07, 14.67, 39.9, 29.79]"
2449,755,2354,657,429,17,84,71,20,9,"[2, 3, 2, 4, 1, 2, 4]",Wireless Earbuds,Electronics,"Bought Wireless Earbuds from this store, great quality.",0,0,negative,0,2,0,0,7.31,16,UPI,0,"[86.65, 61.02, 8.86, 28.69, 40.5]"
2450,1395,4535,1797,138,13,249,92,29,3,"[0, 3, 0, 3, 1, 2, 0]",Wireless Earbuds,Electronics,"Just got a Wireless Earbuds, highly recommend it.",0,0,negative,0,52,0,0,68.29,1,PayPal,0,"[171.48, 4.15, 46.44, 7.35, 96.67]"
2451,186,976,435,188,0,330,41,27,7,"[0, 2, 2, 4, 3, 4, 0]",Designer Shoes,Beauty,Click here to get free Designer Shoes now!,1,1,positive,1,54,0,6,9.54,11,UPI,1,"[39.25, 11.78, 43.84, 20.23, 14.73]"
2452,1270,734,1575,299,3,391,50,19,1,"[2, 1, 0, 0, 3, 4, 3]",Wireless Earbuds,Electronics,Reviewing my Wireless Earbuds today.,1,1,positive,0,94,0,1,10.05,21,Credit Card,0,"[0.48, 56.09, 24.43, 100.71, 192.52]"
2453,637,2468,704,394,16,414,70,18,9,"[0, 2, 1, 3, 0, 4, 3]",Blender,Beauty,Unboxing my new Blender!,0,1,positive,0,67,0,1,25.69,1,Credit Card,0,"[29.63, 27.38, 56.48, 30.54, 6.83]"
2454,1292,2540,238,251,17,122,48,13,3,"[0, 4, 4, 1, 2, 1, 4]",Sunglasses,Toys,Check out my new Sunglasses purchase.,0,0,positive,0,24,0,1,139.35,17,PayPal,0,"[13.24, 13.91, 109.01, 22.9, 140.05]"
2455,3309,632,1065,394,18,201,28,0,6,"[3, 2, 4, 2, 3, 0, 0]",Smart Watch,Clothing,"Bought Smart Watch from this store, great quality.",0,1,negative,0,57,0,1,9.46,6,UPI,0,"[15.08, 140.89, 22.88, 49.07, 27.8]"
2456,530,4268,733,149,3,5,94,26,4,"[4, 4, 1, 4, 0, 0, 1]",Sunglasses,Toys,"Just got a Sunglasses, highly recommend it.",0,0,positive,0,42,0,1,108.14,14,PayPal,0,"[7.38, 88.11, 35.24, 17.51, 180.51]"
2457,3624,4099,1731,340,5,336,29,31,9,"[3, 2, 0, 2, 4, 4, 3]",Laptop,Home Appliances,"Bought Laptop from this store, great quality.",0,1,neutral,0,57,0,1,116.49,23,Credit Card,0,"[8.22, 11.07, 106.92, 63.23, 119.0]"
2458,2069,2901,799,218,7,485,98,28,1,"[2, 0, 1, 0, 2, 2, 0]",Action Figure,Clothing,Reviewing my Action Figure today.,0,0,positive,0,18,0,0,0.63,17,Credit Card,0,"[65.25, 18.33, 131.29, 14.97, 22.31]"
2459,2959,1663,9,81,14,198,24,30,2,"[0, 3, 4, 3, 0, 0, 1]",Sunglasses,Toys,Unboxing my new Sunglasses!,0,0,positive,0,66,0,0,13.22,21,PayPal,0,"[58.57, 14.21, 2.67, 12.71, 0.96]"
2460,2915,2015,746,189,19,223,67,24,3,"[4, 1, 4, 4, 2, 4, 0]",Cosmetics Kit,Electronics,"Just got a Cosmetics Kit, highly recommend it.",0,0,positive,0,82,0,1,28.38,1,UPI,0,"[87.32, 4.56, 154.9, 133.61, 0.34]"
2461,794,3181,1860,233,0,12,61,6,4,"[4, 3, 2, 1, 4, 1, 0]",Sunglasses,Toys,"Just got a Sunglasses, highly recommend it.",0,1,neutral,0,30,0,0,13.61,17,Credit Card,0,"[30.63, 60.28, 0.4, 38.17, 16.55]"
2462,3592,4063,1288,175,4,5,37,38,6,"[1, 4, 1, 0, 4, 1, 1]",Smart Watch,Clothing,Click here to get free Smart Watch now!,1,1,neutral,1,66,1,4,6.73,11,Credit Card,0,"[38.78, 48.85, 226.94, 7.93, 11.88]"
2463,2148,2630,1604,231,15,450,16,45,2,"[0, 3, 3, 2, 0, 3, 1]",Designer Shoes,Beauty,"Bought Designer Shoes from this store, great quality.",1,1,positive,0,7,0,0,31.18,0,PayPal,0,"[33.44, 15.13, 38.21, 122.45, 163.56]"
2464,2800,3872,1468,357,5,410,73,15,8,"[0, 1, 1, 2, 2, 4, 0]",Cosmetics Kit,Electronics,Unboxing my new Cosmetics Kit!,0,0,positive,0,94,0,0,17.36,4,Credit Card,0,"[15.87, 80.27, 172.69, 21.07, 93.99]"
2465,478,1054,138,477,9,120,0,43,9,"[3, 2, 0, 2, 3, 2, 4]",Blender,Beauty,Limited offer! Buy Blender and claim a prize!,1,1,negative,1,33,0,9,4.93,16,Credit Card,0,"[15.63, 18.72, 66.44, 49.35, 48.71]"
2466,1623,380,1890,62,9,44,17,10,2,"[0, 0, 1, 4, 2, 1, 2]",Wireless Earbuds,Electronics,"Just got a Wireless Earbuds, highly recommend it.",1,1,positive,0,63,1,1,27.09,12,Credit Card,0,"[24.34, 55.43, 43.79, 2.84, 68.86]"
2467,3370,3082,730,434,4,361,62,17,4,"[4, 1, 3, 0, 4, 4, 2]",Sunglasses,Toys,"Bought Sunglasses from this store, great quality.",0,1,positive,0,40,0,0,96.85,9,Credit Card,0,"[25.19, 44.31, 12.16, 66.2, 80.62]"
2468,940,2391,195,428,7,25,45,43,4,"[3, 3, 4, 4, 0, 3, 4]",Wireless Earbuds,Electronics,Exclusive deal on Wireless Earbuds! Click immediately!,1,1,positive,1,71,1,9,39.86,12,PayPal,1,"[94.95, 36.67, 149.58, 72.86, 28.14]"
2469,526,1592,1097,494,0,3,18,41,6,"[0, 2, 3, 1, 1, 4, 4]",Wireless Earbuds,Electronics,Check out my new Wireless Earbuds purchase.,0,0,positive,0,63,0,1,33.03,20,Credit Card,0,"[85.23, 14.65, 14.63, 18.99, 13.69]"
2470,2382,4261,1638,236,4,292,49,4,5,"[0, 4, 4, 0, 1, 0, 3]",Smart Watch,Clothing,Unboxing my new Smart Watch!,0,1,neutral,0,26,0,1,52.89,19,PayPal,0,"[22.2, 46.49, 16.04, 62.71, 46.41]"
2471,2,2747,1248,32,0,276,95,1,2,"[3, 4, 4, 1, 1, 2, 3]",Action Figure,Clothing,"Bought Action Figure from this store, great quality.",0,0,negative,0,20,0,1,13.24,1,Credit Card,0,"[59.71, 31.36, 130.61, 22.07, 53.63]"
2472,375,2389,1658,212,6,498,53,9,0,"[3, 2, 2, 3, 4, 3, 2]",Designer Shoes,Beauty,"Just got a Designer Shoes, highly recommend it.",1,0,positive,0,92,0,0,15.16,15,UPI,0,"[38.1, 130.82, 32.68, 221.95, 16.93]"
2473,2341,3553,1125,59,14,283,30,25,5,"[1, 0, 1, 1, 2, 3, 2]",Handbag,Toys,Unboxing my new Handbag!,0,0,neutral,0,39,0,1,18.2,3,PayPal,0,"[94.83, 214.63, 7.95, 22.28, 61.25]"
2474,2885,3027,263,378,13,209,96,23,5,"[2, 4, 4, 0, 4, 0, 1]",Action Figure,Clothing,"Just got a Action Figure, highly recommend it.",0,0,positive,0,10,0,1,39.53,12,Credit Card,0,"[113.02, 68.54, 5.77, 40.07, 21.8]"
2475,3053,1207,944,1,8,287,85,25,3,"[1, 2, 1, 4, 4, 4, 3]",Sunglasses,Toys,Check out my new Sunglasses purchase.,0,1,negative,0,63,0,0,21.59,10,PayPal,0,"[5.44, 55.13, 24.49, 0.02, 8.73]"
2476,553,3853,919,396,7,358,64,15,1,"[4, 2, 2, 1, 0, 3, 0]",Designer Shoes,Beauty,"Bought Designer Shoes from this store, great quality.",0,0,negative,0,75,0,1,61.71,13,Credit Card,0,"[116.13, 91.13, 138.48, 31.73, 58.24]"
2477,2366,544,160,449,7,180,45,24,8,"[3, 2, 2, 3, 1, 4, 4]",Smart Watch,Clothing,Reviewing my Smart Watch today.,0,1,neutral,0,95,0,1,15.9,8,Credit Card,0,"[40.23, 38.71, 16.25, 97.82, 10.72]"
2478,1526,3081,1256,56,2,252,34,37,5,"[0, 2, 4, 2, 2, 2, 4]",Action Figure,Clothing,Check out my new Action Figure purchase.,0,0,negative,0,51,0,1,50.79,2,PayPal,0,"[51.25, 139.35, 59.09, 48.87, 19.71]"
2479,1852,3663,490,426,19,416,48,5,0,"[4, 4, 3, 4, 2, 2, 0]",Laptop,Home Appliances,"Just got a Laptop, highly recommend it.",0,1,positive,0,36,0,0,1.13,23,Credit Card,0,"[31.07, 3.13, 2.07, 0.19, 23.24]"
2480,381,2239,1810,300,3,281,80,11,7,"[1, 3, 0, 3, 3, 2, 2]",Fitness Tracker,Home Appliances,Check out my new Fitness Tracker purchase.,0,1,negative,0,88,0,1,55.13,5,UPI,0,"[0.33, 59.68, 69.6, 38.27, 23.39]"
2481,1647,2367,769,286,16,144,33,8,9,"[2, 2, 0, 1, 1, 0, 1]",Cosmetics Kit,Electronics,Unboxing my new Cosmetics Kit!,0,0,negative,0,82,0,1,51.44,3,Credit Card,0,"[0.79, 95.1, 68.69, 12.85, 30.53]"
2482,14,3773,310,137,5,439,28,48,6,"[4, 4, 4, 2, 4, 3, 3]",Laptop,Home Appliances,"Bought Laptop from this store, great quality.",0,0,negative,0,48,0,0,87.48,16,PayPal,0,"[190.6, 59.45, 16.97, 19.34, 133.6]"
2483,504,2627,1674,278,1,115,5,41,5,"[0, 3, 0, 1, 3, 3, 0]",Laptop,Home Appliances,Reviewing my Laptop today.,0,1,positive,0,30,0,0,60.23,15,PayPal,0,"[30.86, 13.02, 39.59, 65.24, 34.26]"
2484,2279,3931,226,213,8,348,0,7,0,"[3, 0, 3, 2, 1, 3, 1]",Laptop,Home Appliances,Check out my new Laptop purchase.,0,1,positive,0,56,0,0,2.23,8,PayPal,0,"[16.83, 50.64, 60.91, 42.81, 14.61]"
2485,2009,2474,272,238,13,467,54,30,9,"[3, 3, 2, 4, 4, 1, 1]",Blender,Beauty,"Bought Blender from this store, great quality.",0,0,positive,0,36,0,1,98.45,8,UPI,0,"[2.81, 12.17, 24.76, 65.01, 131.0]"
2486,3156,3130,937,284,0,29,26,40,4,"[2, 0, 1, 4, 2, 0, 2]",Designer Shoes,Beauty,Check out my new Designer Shoes purchase.,0,0,positive,0,64,0,0,10.18,19,PayPal,0,"[56.94, 0.31, 48.9, 4.99, 81.62]"
2487,130,3507,316,480,16,376,11,31,3,"[4, 2, 3, 4, 0, 2, 4]",Cosmetics Kit,Electronics,Reviewing my Cosmetics Kit today.,0,0,positive,0,54,0,0,38.69,18,UPI,0,"[19.06, 15.2, 34.72, 33.66, 9.69]"
2488,838,96,1922,30,10,241,3,6,6,"[4, 0, 4, 0, 4, 2, 0]",Action Figure,Clothing,Reviewing my Action Figure today.,0,0,neutral,0,91,0,1,16.06,15,PayPal,0,"[106.04, 157.09, 11.38, 15.57, 2.71]"
2489,3217,3858,1109,205,5,4,79,31,1,"[0, 4, 3, 0, 3, 1, 2]",Sunglasses,Toys,"Bought Sunglasses from this store, great quality.",1,1,positive,0,31,0,0,0.86,5,PayPal,0,"[27.84, 21.34, 17.56, 123.05, 18.56]"
2490,2939,2708,290,457,0,373,51,41,0,"[3, 2, 0, 2, 3, 0, 3]",Smart Watch,Clothing,Check out my new Smart Watch purchase.,0,0,negative,0,81,0,0,6.66,13,PayPal,0,"[22.74, 26.33, 20.51, 53.94, 135.5]"
2491,2041,3336,1492,273,18,261,10,24,6,"[0, 3, 0, 3, 1, 3, 3]",Designer Shoes,Beauty,"Just got a Designer Shoes, highly recommend it.",0,0,positive,0,54,0,0,7.67,21,PayPal,0,"[2.98, 3.29, 370.85, 73.86, 23.3]"
2492,28,456,728,10,15,105,51,32,7,"[1, 2, 0, 3, 2, 4, 2]",Blender,Beauty,Unboxing my new Blender!,0,0,positive,0,76,0,1,40.11,19,PayPal,0,"[36.57, 75.04, 5.21, 20.47, 67.76]"
2493,2114,4368,1894,358,17,123,83,27,4,"[4, 0, 4, 1, 1, 2, 1]",Smart Watch,Clothing,"Just got a Smart Watch, highly recommend it.",0,0,negative,0,6,0,1,94.79,16,Credit Card,0,"[52.3, 25.74, 25.48, 153.45, 74.98]"
2494,3235,2987,1601,46,10,445,25,10,7,"[1, 2, 3, 0, 4, 2, 1]",Blender,Beauty,Unboxing my new Blender!,0,0,negative,0,37,0,1,176.04,5,UPI,0,"[185.37, 35.35, 46.23, 59.14, 25.52]"
2495,1253,4088,1792,2,8,498,27,30,3,"[4, 3, 0, 0, 1, 3, 0]",Cosmetics Kit,Electronics,"Bought Cosmetics Kit from this store, great quality.",0,0,positive,0,14,0,0,112.75,20,Credit Card,0,"[22.91, 0.85, 23.2, 12.88, 24.27]"
2496,261,3884,1670,129,5,393,71,9,7,"[4, 4, 1, 3, 4, 0, 4]",Cosmetics Kit,Electronics,"Just got a Cosmetics Kit, highly recommend it.",0,0,positive,0,30,0,0,29.47,23,PayPal,0,"[23.27, 15.32, 91.52, 162.34, 38.69]"
2497,2047,1031,1427,437,1,325,65,1,2,"[0, 3, 1, 1, 1, 2, 1]",Cosmetics Kit,Electronics,"Just got a Cosmetics Kit, highly recommend it.",0,0,positive,0,99,0,1,177.77,19,PayPal,0,"[109.47, 84.57, 132.69, 130.72, 2.77]"
2498,1473,207,1450,71,7,137,89,45,6,"[1, 0, 3, 3, 4, 1, 3]",Laptop,Home Appliances,"Bought Laptop from this store, great quality.",0,0,positive,0,18,0,1,2.74,10,UPI,0,"[13.04, 41.77, 59.95, 99.12, 3.09]"
2499,1448,1937,374,158,15,105,26,43,5,"[3, 3, 3, 0, 1, 3, 0]",Action Figure,Clothing,"Just got a Action Figure, highly recommend it.",0,0,positive,0,97,0,1,86.97,1,UPI,0,"[3.99, 10.1, 94.71, 18.5, 4.09]"
2500,460,1146,1925,391,7,212,96,3,0,"[2, 4, 0, 4, 4, 2, 2]",Blender,Beauty,Unboxing my new Blender!,0,0,neutral,0,45,0,0,17.89,15,UPI,0,"[80.25, 10.68, 6.73, 21.35, 64.22]"
2501,301,4299,566,426,7,299,54,21,4,"[2, 0, 2, 3, 0, 1, 2]",Wireless Earbuds,Electronics,"Bought Wireless Earbuds from this store, great quality.",0,0,positive,0,41,0,1,124.67,23,UPI,0,"[9.32, 34.09, 21.83, 0.31, 20.57]"
2502,2967,2564,867,431,13,55,70,44,3,"[0, 2, 4, 3, 4, 2, 0]",Laptop,Home Appliances,Unboxing my new Laptop!,0,0,neutral,0,74,0,1,62.36,17,PayPal,0,"[33.22, 11.45, 12.86, 5.53, 16.98]"
2503,3375,442,754,129,0,131,53,27,5,"[3, 4, 3, 3, 2, 3, 1]",Designer Shoes,Beauty,"Bought Designer Shoes from this store, great quality.",1,1,neutral,0,20,0,0,67.84,4,PayPal,0,"[49.22, 64.73, 138.89, 96.7, 5.69]"
2504,2335,4784,251,21,6,268,45,9,8,"[1, 4, 4, 0, 2, 4, 0]",Designer Shoes,Beauty,"Bought Designer Shoes from this store, great quality.",0,0,negative,0,43,0,1,21.75,11,UPI,1,"[68.8, 38.68, 38.84, 18.56, 31.58]"
2505,3467,832,1556,379,1,121,35,1,3,"[4, 0, 2, 2, 4, 1, 3]",Laptop,Home Appliances,Reviewing my Laptop today.,0,1,neutral,0,8,0,0,3.88,18,PayPal,0,"[63.15, 71.91, 29.92, 61.07, 61.78]"
2506,3082,1461,306,388,14,201,20,48,1,"[4, 0, 2, 4, 2, 4, 2]",Laptop,Home Appliances,Reviewing my Laptop today.,0,0,positive,0,30,0,0,18.13,13,Credit Card,0,"[121.58, 27.7, 13.5, 21.33, 27.35]"
2507,630,3516,1453,134,17,207,48,30,7,"[1, 0, 4, 2, 4, 0, 4]",Wireless Earbuds,Electronics,Unboxing my new Wireless Earbuds!,0,1,positive,0,16,0,0,39.51,18,Credit Card,0,"[10.94, 6.21, 122.19, 17.26, 138.6]"
2508,270,1159,674,19,3,274,33,41,0,"[3, 2, 0, 1, 3, 4, 4]",Handbag,Toys,"Just got a Handbag, highly recommend it.",0,0,positive,0,6,0,1,122.71,13,Credit Card,0,"[61.21, 18.06, 18.65, 17.15, 29.44]"
2509,2640,386,867,219,17,453,86,22,5,"[3, 1, 1, 4, 4, 1, 1]",Blender,Beauty,"Bought Blender from this store, great quality.",0,0,neutral,0,61,0,1,99.01,19,Credit Card,0,"[2.79, 5.82, 1.21, 3.85, 27.8]"
2510,1994,2041,263,332,4,89,33,15,3,"[1, 4, 2, 3, 1, 4, 0]",Designer Shoes,Beauty,Reviewing my Designer Shoes today.,0,1,positive,0,87,0,1,29.04,15,PayPal,0,"[2.6, 26.54, 95.56, 25.55, 13.32]"
2511,1629,2553,67,129,15,189,39,8,5,"[4, 2, 2, 1, 3, 4, 3]",Handbag,Toys,Unboxing my new Handbag!,0,0,positive,0,19,0,1,2.99,10,PayPal,0,"[21.03, 39.86, 2.6, 30.3, 42.48]"
2512,1802,1718,1130,31,12,264,6,42,2,"[0, 3, 3, 1, 0, 2, 3]",Sunglasses,Toys,"Just got a Sunglasses, highly recommend it.",0,0,negative,0,17,0,1,75.42,16,Credit Card,0,"[85.18, 53.45, 23.78, 86.54, 5.5]"
2513,2892,4775,1423,89,8,45,89,5,8,"[0, 0, 2, 1, 0, 2, 4]",Fitness Tracker,Home Appliances,Limited offer! Buy Fitness Tracker and claim a prize!,1,1,positive,1,23,0,7,139.05,2,Credit Card,0,"[14.61, 40.89, 119.16, 27.95, 98.15]"
2514,862,4050,1602,258,4,311,51,24,2,"[0, 4, 4, 0, 2, 4, 1]",Action Figure,Clothing,Unboxing my new Action Figure!,0,0,neutral,0,80,0,1,54.51,11,UPI,0,"[15.04, 26.57, 29.55, 43.72, 80.25]"
2515,3433,3409,1222,424,7,329,48,3,2,"[3, 4, 4, 3, 2, 1, 1]",Laptop,Home Appliances,Unboxing my new Laptop!,1,0,neutral,0,8,0,1,4.27,23,UPI,0,"[131.42, 27.65, 29.84, 5.57, 61.52]"
2516,1281,689,1215,297,17,39,80,47,4,"[4, 0, 0, 4, 0, 1, 1]",Blender,Beauty,Reviewing my Blender today.,0,0,positive,0,37,0,1,1.05,0,UPI,0,"[27.09, 53.57, 46.17, 0.29, 2.04]"
2517,2181,1169,513,332,2,66,94,11,6,"[3, 1, 2, 1, 4, 0, 0]",Action Figure,Clothing,"Just got a Action Figure, highly recommend it.",0,0,positive,0,61,1,0,145.14,22,Credit Card,0,"[101.33, 8.93, 32.26, 21.78, 40.8]"
2518,3348,4988,768,248,5,112,88,23,5,"[1, 1, 0, 0, 1, 2, 2]",Cosmetics Kit,Electronics,"Bought Cosmetics Kit from this store, great quality.",0,0,negative,0,31,0,0,119.39,5,UPI,0,"[18.57, 26.91, 9.35, 34.37, 101.28]"
2519,1800,952,441,468,10,338,36,26,6,"[0, 3, 2, 4, 0, 2, 1]",Laptop,Home Appliances,Unboxing my new Laptop!,0,0,positive,0,4,0,1,4.4,4,Credit Card,0,"[153.57, 11.5, 8.1, 9.94, 27.11]"
2520,1707,4879,0,172,13,61,61,47,8,"[3, 1, 1, 3, 0, 1, 0]",Sunglasses,Toys,Check out my new Sunglasses purchase.,0,1,neutral,0,7,0,0,31.35,12,PayPal,0,"[4.77, 85.59, 15.19, 28.1, 12.98]"
2521,3020,4590,357,356,18,226,14,2,2,"[0, 0, 1, 0, 1, 0, 4]",Wireless Earbuds,Electronics,Check out my new Wireless Earbuds purchase.,0,1,neutral,0,62,0,1,7.35,20,Credit Card,0,"[10.48, 1.3, 28.82, 102.6, 13.4]"
2522,2561,3496,1138,470,6,173,1,11,4,"[1, 4, 0, 1, 3, 4, 2]",Fitness Tracker,Home Appliances,Check out my new Fitness Tracker purchase.,0,0,neutral,0,38,0,0,29.1,5,UPI,0,"[9.44, 27.99, 117.36, 21.87, 24.95]"
2523,2361,3917,902,454,9,133,10,46,4,"[2, 3, 3, 2, 1, 0, 1]",Fitness Tracker,Home Appliances,"Bought Fitness Tracker from this store, great quality.",1,1,neutral,0,54,0,0,17.51,10,Credit Card,0,"[109.67, 30.29, 48.1, 14.23, 34.52]"
2524,576,4842,1623,400,14,284,95,29,2,"[2, 4, 4, 0, 0, 2, 2]",Smart Watch,Clothing,"Bought Smart Watch from this store, great quality.",0,0,neutral,0,93,0,0,71.88,3,PayPal,0,"[50.16, 26.03, 114.84, 46.58, 118.29]"
2525,2934,2484,1220,475,5,274,93,11,9,"[0, 4, 3, 3, 3, 4, 1]",Laptop,Home Appliances,Check out my new Laptop purchase.,0,0,negative,0,42,0,1,168.88,2,Credit Card,0,"[12.04, 1.16, 17.9, 125.12, 84.84]"
2526,2004,1854,1627,383,19,113,16,40,8,"[1, 4, 1, 3, 4, 0, 4]",Wireless Earbuds,Electronics,"Bought Wireless Earbuds from this store, great quality.",0,1,positive,0,63,0,1,6.6,9,Credit Card,0,"[45.51, 53.73, 119.67, 91.18, 79.84]"
2527,1308,3439,273,46,5,107,87,41,8,"[2, 3, 3, 2, 3, 2, 2]",Designer Shoes,Beauty,Reviewing my Designer Shoes today.,0,1,neutral,0,21,0,1,30.52,17,Credit Card,0,"[1.83, 37.41, 31.12, 206.14, 34.75]"
2528,3193,3231,855,477,15,142,44,39,5,"[3, 4, 2, 0, 2, 0, 4]",Laptop,Home Appliances,Check out my new Laptop purchase.,0,1,positive,0,27,0,0,88.01,9,Credit Card,0,"[9.18, 5.2, 6.16, 98.61, 24.74]"
2529,3179,2597,1017,196,8,56,67,44,4,"[2, 2, 2, 0, 4, 3, 1]",Blender,Beauty,Reviewing my Blender today.,0,1,positive,0,66,0,1,92.64,18,PayPal,0,"[41.23, 119.73, 179.37, 112.71, 40.85]"
2530,1957,3983,1183,407,18,293,60,21,3,"[2, 2, 2, 3, 4, 0, 3]",Blender,Beauty,Unboxing my new Blender!,0,0,negative,0,46,0,1,21.76,19,UPI,0,"[8.49, 12.98, 114.94, 57.12, 6.77]"
2531,2735,2191,172,454,17,276,45,14,3,"[4, 1, 4, 4, 0, 4, 4]",Sunglasses,Toys,Check out my new Sunglasses purchase.,1,0,neutral,0,58,0,1,39.65,10,Credit Card,0,"[33.0, 11.17, 4.77, 52.03, 53.1]"
2532,2021,2635,1568,378,4,491,31,27,4,"[2, 0, 4, 4, 2, 0, 1]",Blender,Beauty,"Just got a Blender, highly recommend it.",0,0,negative,0,18,0,1,62.58,9,UPI,0,"[6.35, 55.72, 39.78, 42.58, 20.1]"
2533,3276,656,1481,33,15,50,18,16,1,"[0, 3, 4, 3, 3, 1, 4]",Action Figure,Clothing,"Just got a Action Figure, highly recommend it.",0,0,neutral,0,11,0,1,186.57,15,Credit Card,0,"[29.77, 3.91, 125.1, 1.72, 32.84]"
2534,2213,3812,584,253,6,422,66,43,7,"[0, 2, 4, 3, 3, 4, 1]",Blender,Beauty,Check out my new Blender purchase.,0,1,negative,0,35,0,0,71.85,5,PayPal,0,"[45.47, 10.92, 231.31, 2.5, 2.99]"
2535,2353,3340,1456,247,18,470,3,47,6,"[0, 2, 1, 0, 4, 1, 2]",Smart Watch,Clothing,"Bought Smart Watch from this store, great quality.",0,1,negative,0,71,0,1,66.47,8,Credit Card,0,"[13.63, 76.12, 94.09, 16.37, 35.78]"
